Property_ID,City,Locality,Property_Type,BHK,Size_sqft,Year_Built,Property_Age,Furnishing_Status,Parking,Metro_Distance_km,School_Distance_km,Hospital_Distance_km,Location_Rating,Amenities_Score,Price
666,Chandigarh,Sector 35,Apartment,5,2255,2020,6,Furnished,3,6.7,3.4,0.3,7,6,32414408
667,Hyderabad,Madhapur,Villa,1,576,1999,27,Unfurnished,3,1.1,3.5,2.1,10,6,17365750
668,Hyderabad,Kondapur,Apartment,4,2656,2025,1,Furnished,3,7.0,3.3,3.3,7,6,38041503
669,Delhi,Saket,Apartment,2,1076,2020,6,Unfurnished,3,11.0,4.1,1.4,4,2,14365886
670,Delhi,Dwarka,Apartment,3,1569,1999,27,Unfurnished,3,3.7,4.1,3.5,10,6,28434656
671,Bengaluru,Electronic City,Villa,3,1479,2013,13,Semi-Furnished,3,10.3,2.5,0.8,6,3,29100416
672,Delhi,Rohini,Builder Floor,4,2672,2021,5,Semi-Furnished,1,2.9,2.3,3.7,10,1,43274608
673,Bengaluru,Whitefield,Villa,4,2196,2017,9,Unfurnished,2,4.1,4.4,4.9,7,2,43035239
674,Mumbai,Powai,Builder Floor,4,2272,2015,11,Furnished,2,11.8,5.6,0.8,5,2,31170132
675,Hyderabad,Kondapur,Apartment,2,1172,1998,28,Unfurnished,2,8.4,3.9,0.6,7,6,15680456
676,Hyderabad,Kondapur,Apartment,4,1816,2009,17,Semi-Furnished,0,11.3,1.7,2.3,6,1,22802178
677,Delhi,Rohini,Independent House,3,1422,2017,9,Semi-Furnished,0,6.5,1.7,0.8,6,6,26946471
678,Hyderabad,Madhapur,Independent House,5,3435,2020,6,Furnished,2,11.2,2.2,5.0,5,6,45420098
679,Bengaluru,Indiranagar,Villa,3,1977,2004,22,Unfurnished,0,6.6,5.2,0.5,7,3,35960398
680,Delhi,Saket,Apartment,3,1677,2004,22,Unfurnished,0,9.9,3.4,0.9,6,5,23869318
681,Pune,Kothrud,Apartment,1,643,1998,28,Furnished,2,4.0,0.5,1.7,7,5,10818377
682,Mumbai,Andheri,Apartment,1,627,2005,21,Unfurnished,1,2.8,2.7,5.9,9,4,13921110
683,Bengaluru,Indiranagar,Builder Floor,4,2280,2020,6,Unfurnished,2,4.7,2.8,3.3,9,6,40702476
684,Mumbai,Andheri,Villa,3,1404,2021,5,Unfurnished,2,10.3,0.7,4.1,5,4,30876761
685,Hyderabad,Madhapur,Independent House,3,1674,2013,13,Unfurnished,3,3.6,0.8,3.7,10,2,29912045
686,Bengaluru,Indiranagar,Apartment,3,1917,2005,21,Unfurnished,3,8.3,6.0,2.5,6,4,25027033
687,Chandigarh,Sector 35,Independent House,2,1016,2009,17,Semi-Furnished,0,1.0,0.9,1.2,10,6,22921001
688,Pune,Wakad,Apartment,1,459,2014,12,Semi-Furnished,1,0.5,3.3,3.9,9,3,13052513
689,Hyderabad,Madhapur,Penthouse,2,1216,2004,22,Furnished,2,2.6,5.4,5.7,9,6,28945162
690,Chandigarh,Sector 17,Apartment,2,1212,2020,6,Unfurnished,0,9.4,2.5,3.2,6,6,17052980
691,Hyderabad,Madhapur,Penthouse,4,2736,2018,8,Furnished,3,1.9,0.4,5.0,10,6,55889191
692,Pune,Wakad,Apartment,2,1370,2025,1,Furnished,3,0.4,2.2,2.2,9,1,20682145
693,Hyderabad,Gachibowli,Apartment,4,2604,2021,5,Semi-Furnished,0,9.5,0.9,0.3,5,5,30344472
694,Pune,Kothrud,Penthouse,2,1012,2001,25,Furnished,2,7.4,4.2,3.2,8,5,23451380
695,Chandigarh,Sector 17,Penthouse,4,2748,2018,8,Unfurnished,0,2.3,1.6,1.2,9,4,54686503
696,Mumbai,Andheri,Apartment,2,1322,2013,13,Unfurnished,2,6.3,4.6,2.2,7,2,21242325
697,Pune,Wakad,Independent House,4,2116,1999,27,Semi-Furnished,3,7.0,2.6,3.5,6,1,26317551
698,Mumbai,Bandra,Apartment,2,924,2025,1,Furnished,0,8.8,3.8,1.4,7,2,17982722
699,Chandigarh,Sector 35,Apartment,3,1653,2005,21,Semi-Furnished,2,2.0,5.2,3.9,8,4,22452483
700,Bengaluru,Electronic City,Apartment,4,2020,2015,11,Unfurnished,3,3.8,5.4,4.1,10,5,31862321
701,Chandigarh,Sector 22,Villa,3,1764,2023,3,Furnished,1,1.1,6.0,4.5,10,2,34699189
702,Mumbai,Bandra,Apartment,1,516,2009,17,Semi-Furnished,1,5.9,4.9,4.2,8,2,11620185
703,Hyderabad,Madhapur,Apartment,2,908,2014,12,Semi-Furnished,3,8.0,4.0,0.7,6,4,13043335
704,Pune,Baner,Builder Floor,3,1452,2001,25,Furnished,3,6.8,0.9,2.1,8,5,21484609
705,Pune,Baner,Villa,3,1638,2014,12,Unfurnished,0,2.5,3.5,5.1,9,1,29486204
706,Mumbai,Bandra,Apartment,2,1188,2025,1,Semi-Furnished,2,11.2,1.7,3.5,6,4,21514731
707,Delhi,Saket,Apartment,2,1306,2014,12,Unfurnished,1,1.8,1.8,3.9,10,2,24275785
708,Chandigarh,Sector 35,Independent House,2,1172,2003,23,Unfurnished,1,2.4,2.5,2.9,10,3,19314579
709,Pune,Kothrud,Apartment,2,1202,2014,12,Unfurnished,0,8.2,3.5,5.8,5,1,12748781
710,Bengaluru,Whitefield,Builder Floor,3,2088,2008,18,Semi-Furnished,3,6.9,3.5,6.0,8,2,31170703
711,Pune,Kothrud,Builder Floor,4,2748,1999,27,Semi-Furnished,1,2.8,3.5,2.7,8,4,33922853
712,Hyderabad,Gachibowli,Independent House,1,651,2011,15,Semi-Furnished,2,8.8,5.9,6.0,7,3,11079809
713,Pune,Kothrud,Builder Floor,3,1383,2012,14,Semi-Furnished,2,6.1,4.0,1.2,7,3,21724252
714,Mumbai,Andheri,Apartment,1,493,2012,14,Semi-Furnished,2,5.8,1.8,2.2,9,2,12737145
715,Hyderabad,Gachibowli,Villa,1,543,2007,19,Unfurnished,2,9.4,2.1,2.6,7,1,10351370
716,Delhi,Dwarka,Penthouse,4,2028,2010,16,Semi-Furnished,3,1.7,3.5,3.6,10,1,44657238
717,Pune,Kothrud,Villa,4,2140,2020,6,Unfurnished,1,6.5,3.6,0.6,8,3,38239070
718,Bengaluru,Indiranagar,Villa,2,1370,2014,12,Semi-Furnished,1,3.5,5.4,1.5,9,2,30856241
719,Hyderabad,Kondapur,Penthouse,2,1006,2013,13,Unfurnished,3,6.2,4.2,1.7,6,1,21371854
720,Mumbai,Andheri,Apartment,2,940,2026,0,Semi-Furnished,2,3.2,1.1,3.1,8,2,22011667
721,Pune,Baner,Villa,4,1952,2005,21,Semi-Furnished,2,5.7,0.8,1.7,9,6,37445944
722,Delhi,Rohini,Builder Floor,2,954,2007,19,Furnished,0,3.2,3.9,5.5,10,2,18973591
723,Chandigarh,Sector 35,Builder Floor,5,2420,2013,13,Unfurnished,1,2.7,4.8,2.2,9,1,32247030
724,Bengaluru,Indiranagar,Apartment,2,1130,2002,24,Semi-Furnished,0,1.8,3.1,5.8,10,2,19563977
725,Mumbai,Andheri,Apartment,3,1953,2003,23,Unfurnished,1,3.5,5.9,0.3,10,4,34885469
726,Mumbai,Bandra,Independent House,3,2058,2003,23,Unfurnished,0,2.9,0.5,0.7,8,4,36085332
727,Chandigarh,Sector 22,Apartment,3,1977,2014,12,Unfurnished,0,5.8,4.5,5.1,7,3,21344572
728,Pune,Baner,Apartment,2,926,2005,21,Semi-Furnished,0,11.6,5.2,0.9,5,2,9949517
729,Chandigarh,Sector 22,Apartment,2,966,1998,28,Furnished,1,7.6,5.2,0.3,6,1,10968288
730,Delhi,Saket,Villa,2,1368,2001,25,Unfurnished,2,10.8,3.5,3.7,4,2,21534545
731,Chandigarh,Sector 17,Villa,4,2328,1999,27,Unfurnished,0,2.8,4.0,0.7,8,3,35967675
732,Bengaluru,Electronic City,Independent House,3,1623,2013,13,Unfurnished,1,1.0,2.8,0.5,10,4,30543714
733,Hyderabad,Kondapur,Apartment,3,1674,2003,23,Unfurnished,2,7.1,0.3,1.1,8,3,22492975
734,Bengaluru,Electronic City,Villa,4,2276,2018,8,Unfurnished,2,1.6,1.0,0.4,9,4,48202996
735,Hyderabad,Gachibowli,Apartment,2,1328,2007,19,Furnished,2,3.1,0.6,3.9,8,1,17833975
736,Pune,Wakad,Apartment,3,1872,2007,19,Unfurnished,3,4.5,4.8,4.1,9,1,24024776
737,Mumbai,Bandra,Apartment,4,2108,2018,8,Furnished,3,11.1,3.4,5.5,5,1,27863323
738,Chandigarh,Sector 22,Apartment,3,2067,2013,13,Semi-Furnished,0,4.0,5.8,0.7,7,5,25040608
739,Chandigarh,Sector 22,Apartment,2,982,2000,26,Semi-Furnished,0,4.6,2.4,0.8,9,5,15320278
740,Mumbai,Bandra,Apartment,3,1362,2017,9,Unfurnished,0,4.3,4.1,0.7,7,2,22168759
741,Pune,Kothrud,Penthouse,5,2590,2012,14,Semi-Furnished,2,8.2,1.3,3.6,6,1,42356795
742,Mumbai,Bandra,Builder Floor,4,2592,2017,9,Semi-Furnished,0,7.4,2.1,4.6,6,4,42823246
743,Pune,Baner,Builder Floor,4,2020,2026,0,Unfurnished,0,1.1,5.2,3.3,10,4,32716051
744,Mumbai,Andheri,Independent House,2,1326,2015,11,Furnished,1,6.0,2.1,4.0,8,2,22732040
745,Hyderabad,Kondapur,Apartment,3,1896,2015,11,Unfurnished,1,2.1,3.0,4.0,8,3,25876265
746,Hyderabad,Gachibowli,Apartment,4,2112,2001,25,Unfurnished,0,5.9,5.2,4.7,7,6,25837245
747,Chandigarh,Sector 22,Apartment,3,1749,2016,10,Unfurnished,0,8.4,0.9,2.0,5,5,20003168
748,Chandigarh,Sector 35,Apartment,2,1384,2015,11,Furnished,0,8.2,2.4,1.7,7,1,15151588
749,Pune,Wakad,Apartment,4,2088,2012,14,Unfurnished,1,7.3,4.5,1.8,8,2,27169566
750,Bengaluru,Whitefield,Apartment,2,938,2022,4,Furnished,2,6.0,3.4,5.3,6,1,15007358
751,Bengaluru,Whitefield,Independent House,3,1731,2019,7,Semi-Furnished,1,9.7,0.6,0.3,7,6,31279446
752,Bengaluru,Indiranagar,Villa,2,950,2009,17,Semi-Furnished,0,6.6,0.9,2.9,6,3,20179854
753,Bengaluru,Whitefield,Independent House,3,1536,2000,26,Furnished,1,4.8,2.7,3.7,9,3,28143040
754,Chandigarh,Sector 22,Apartment,4,2368,2018,8,Furnished,0,6.0,1.3,4.4,8,4,26869799
755,Mumbai,Bandra,Villa,2,1062,2015,11,Furnished,1,1.7,5.2,2.3,9,3,29895779
756,Pune,Baner,Apartment,4,2624,2018,8,Furnished,1,10.4,0.6,3.0,6,2,31494862
757,Bengaluru,Indiranagar,Penthouse,1,465,2012,14,Semi-Furnished,0,7.0,1.2,6.0,7,1,12680621
758,Chandigarh,Sector 17,Villa,3,1701,2024,2,Furnished,2,7.9,4.2,6.0,6,2,30378057
759,Chandigarh,Sector 35,Apartment,3,1383,1999,27,Semi-Furnished,1,10.3,4.3,5.9,6,2,14471462
760,Bengaluru,Electronic City,Apartment,4,2244,2020,6,Semi-Furnished,2,4.9,3.2,1.8,9,2,36469029
761,Pune,Baner,Independent House,4,1996,2021,5,Semi-Furnished,0,4.3,5.0,1.3,8,4,29762617
762,Delhi,Saket,Apartment,2,1358,2019,7,Semi-Furnished,3,7.7,2.1,1.5,8,5,26203961
763,Bengaluru,Electronic City,Villa,5,2785,2000,26,Semi-Furnished,0,5.9,2.2,3.8,9,3,52747033
764,Delhi,Dwarka,Independent House,4,2272,2002,24,Furnished,2,1.2,0.6,3.1,10,6,40772932
765,Chandigarh,Sector 22,Independent House,4,2284,2009,17,Unfurnished,0,1.2,4.7,5.2,10,3,36042240
766,Bengaluru,Electronic City,Penthouse,1,670,2002,24,Unfurnished,1,11.5,5.8,5.3,4,4,11714902
767,Mumbai,Bandra,Apartment,2,1046,2017,9,Semi-Furnished,2,5.3,2.7,1.0,9,4,22608913
768,Bengaluru,Whitefield,Apartment,4,2388,2016,10,Semi-Furnished,2,0.7,0.6,5.0,9,5,38343413
769,Bengaluru,Whitefield,Apartment,3,1749,2022,4,Furnished,1,4.6,3.2,1.3,7,2,25690410
770,Delhi,Rohini,Apartment,3,1893,2015,11,Semi-Furnished,2,1.5,2.9,5.7,10,6,35001970
771,Chandigarh,Sector 17,Apartment,3,1383,2010,16,Furnished,2,0.7,5.7,4.7,10,4,23335532
772,Chandigarh,Sector 17,Villa,2,916,2002,24,Furnished,1,11.9,3.1,2.5,4,2,11536970
773,Pune,Kothrud,Apartment,3,1683,2014,12,Unfurnished,0,5.0,4.8,5.2,7,2,18448189
774,Hyderabad,Gachibowli,Apartment,3,1407,2016,10,Furnished,3,2.8,4.3,1.2,10,4,26345236
775,Chandigarh,Sector 17,Independent House,5,2625,2012,14,Furnished,0,4.9,5.4,5.0,9,5,35561463
776,Delhi,Saket,Apartment,1,480,2002,24,Semi-Furnished,0,8.2,5.1,4.9,6,4,7339722
777,Bengaluru,Indiranagar,Independent House,3,2019,2004,22,Unfurnished,0,3.0,3.7,3.3,8,1,31833079
778,Mumbai,Powai,Apartment,2,1284,2022,4,Furnished,3,9.5,0.3,2.3,7,5,24593785
779,Mumbai,Powai,Apartment,2,994,2020,6,Furnished,0,9.4,2.8,3.8,5,5,15930548
780,Hyderabad,Madhapur,Apartment,3,1752,2015,11,Furnished,1,4.5,2.9,1.4,7,4,27625815
781,Delhi,Dwarka,Apartment,3,1908,2005,21,Semi-Furnished,3,3.8,5.2,2.5,9,4,29045220
782,Delhi,Saket,Apartment,3,2007,2019,7,Furnished,3,9.3,1.4,2.2,7,3,27613991
783,Delhi,Dwarka,Builder Floor,1,541,2002,24,Unfurnished,1,0.7,1.8,3.2,9,6,14130190
784,Bengaluru,Whitefield,Builder Floor,3,1527,2024,2,Furnished,0,1.5,3.2,4.0,9,5,30868636
785,Hyderabad,Madhapur,Villa,4,1984,2022,4,Furnished,1,5.1,0.7,4.5,7,1,34916026
786,Chandigarh,Sector 22,Apartment,5,3225,2025,1,Furnished,0,9.2,1.8,3.8,6,3,34745140
787,Hyderabad,Gachibowli,Apartment,3,1479,2013,13,Unfurnished,0,3.9,5.1,5.9,9,5,23014800
788,Mumbai,Bandra,Apartment,1,645,1999,27,Unfurnished,1,9.1,0.2,0.9,6,3,9945933
789,Mumbai,Powai,Apartment,2,1278,2001,25,Semi-Furnished,0,2.2,5.5,5.4,10,6,23763238
790,Chandigarh,Sector 17,Apartment,2,1012,2021,5,Unfurnished,2,7.4,2.1,4.7,8,3,15891239
791,Mumbai,Andheri,Builder Floor,3,1833,2005,21,Furnished,3,7.2,5.7,1.7,6,3,29394423
792,Mumbai,Bandra,Villa,3,1896,2000,26,Semi-Furnished,0,5.8,3.0,4.5,7,5,41549853
793,Delhi,Saket,Builder Floor,3,1722,2004,22,Unfurnished,1,5.7,3.8,4.5,7,6,25865601
794,Bengaluru,Indiranagar,Villa,1,688,2021,5,Furnished,0,8.5,5.8,2.9,6,5,15775547
795,Chandigarh,Sector 35,Apartment,2,1154,2026,0,Unfurnished,2,3.3,0.8,2.5,8,1,19407558
796,Bengaluru,Whitefield,Apartment,3,1497,2012,14,Semi-Furnished,2,7.0,4.5,4.1,7,5,22657061
797,Hyderabad,Kondapur,Apartment,2,1032,2013,13,Unfurnished,2,8.4,4.2,3.2,7,2,14371948
798,Pune,Kothrud,Apartment,3,2094,2011,15,Unfurnished,2,5.7,0.6,1.7,7,1,23949873
799,Bengaluru,Electronic City,Independent House,4,2060,2014,12,Semi-Furnished,2,6.5,4.1,5.9,7,6,32661374
800,Mumbai,Bandra,Apartment,3,1665,2001,25,Unfurnished,1,6.8,3.9,4.8,8,6,27554377
801,Bengaluru,Electronic City,Builder Floor,3,1380,2023,3,Unfurnished,1,8.3,2.2,0.9,6,6,23062895
802,Hyderabad,Kondapur,Apartment,1,684,2013,13,Unfurnished,0,6.8,0.9,4.1,7,6,13161422
803,Delhi,Saket,Independent House,4,2120,2022,4,Furnished,0,7.5,2.4,5.9,7,3,35070831
804,Bengaluru,Electronic City,Apartment,2,1232,2026,0,Furnished,0,2.3,5.9,4.4,10,1,22969921
805,Bengaluru,Electronic City,Apartment,3,1623,2019,7,Unfurnished,0,5.8,1.8,3.7,8,3,25322840
806,Hyderabad,Gachibowli,Apartment,3,2031,2012,14,Semi-Furnished,2,3.4,1.3,0.9,8,2,27186479
807,Delhi,Rohini,Apartment,4,2684,2015,11,Semi-Furnished,2,3.8,0.6,1.6,10,1,41286967
808,Chandigarh,Sector 22,Builder Floor,3,1935,2002,24,Unfurnished,2,11.1,1.0,4.3,6,1,20131432
809,Chandigarh,Sector 22,Builder Floor,3,1578,2001,25,Semi-Furnished,0,5.8,0.9,2.3,7,6,20694412
810,Mumbai,Powai,Apartment,3,1461,2022,4,Furnished,2,8.1,1.5,3.0,5,4,24839915
811,Pune,Kothrud,Independent House,3,1395,2008,18,Furnished,1,7.2,3.1,4.6,8,3,21787296
812,Bengaluru,Whitefield,Apartment,2,902,2010,16,Furnished,1,2.7,3.1,3.6,10,1,17912069
813,Hyderabad,Kondapur,Penthouse,3,1353,2014,12,Unfurnished,0,8.2,0.9,1.7,6,3,29574801
814,Bengaluru,Whitefield,Apartment,2,1024,2021,5,Semi-Furnished,2,6.5,3.1,2.0,8,3,18950482
815,Hyderabad,Kondapur,Builder Floor,4,2124,2020,6,Unfurnished,3,9.7,2.6,2.2,6,6,30750514
816,Hyderabad,Madhapur,Builder Floor,4,1980,2026,0,Semi-Furnished,1,0.3,1.4,2.2,9,6,33492786
817,Hyderabad,Madhapur,Apartment,3,1665,2005,21,Unfurnished,2,8.3,2.1,0.3,5,6,21645236
818,Bengaluru,Indiranagar,Apartment,3,1350,2026,0,Furnished,0,6.7,0.5,1.8,7,6,23339537
819,Pune,Baner,Villa,3,1941,2005,21,Furnished,1,2.3,1.6,0.4,10,6,38751583
820,Mumbai,Bandra,Apartment,2,1370,2023,3,Unfurnished,2,2.0,0.6,4.1,8,4,27021240
821,Chandigarh,Sector 22,Apartment,4,2356,2007,19,Semi-Furnished,0,0.6,3.4,0.9,10,2,32544718
822,Hyderabad,Madhapur,Independent House,4,2516,2020,6,Unfurnished,1,1.7,4.7,3.6,10,3,36702182
823,Delhi,Rohini,Independent House,3,1500,2006,20,Unfurnished,3,7.8,4.2,0.3,8,3,25891201
824,Chandigarh,Sector 17,Independent House,4,2464,2021,5,Furnished,3,9.3,3.0,0.4,7,4,31873378
825,Hyderabad,Gachibowli,Apartment,2,1012,2025,1,Semi-Furnished,1,10.6,2.8,5.1,4,1,11985899
826,Chandigarh,Sector 17,Independent House,4,2196,2012,14,Unfurnished,3,7.9,2.2,0.9,8,2,28929392
827,Hyderabad,Madhapur,Independent House,4,2380,2016,10,Furnished,1,9.8,1.0,3.5,5,2,30579230
828,Mumbai,Andheri,Independent House,3,1860,2017,9,Semi-Furnished,3,12.0,2.0,2.5,3,3,29383489
829,Mumbai,Bandra,Penthouse,2,1362,2000,26,Semi-Furnished,3,8.7,0.7,4.9,7,5,34022247
830,Mumbai,Powai,Builder Floor,4,2148,2014,12,Unfurnished,1,2.3,5.3,1.0,9,5,37569751
831,Delhi,Saket,Apartment,3,1350,2000,26,Semi-Furnished,0,0.5,1.0,4.9,9,3,23924622
832,Chandigarh,Sector 35,Apartment,2,1166,2001,25,Unfurnished,1,5.0,0.7,3.0,8,1,15619449
833,Chandigarh,Sector 17,Apartment,3,1773,1998,28,Semi-Furnished,0,3.0,3.2,5.6,9,6,22830518
834,Mumbai,Powai,Apartment,3,1578,2014,12,Furnished,3,0.9,2.5,5.0,9,1,28683974
835,Hyderabad,Kondapur,Villa,2,1102,2021,5,Unfurnished,3,0.9,4.4,1.6,9,1,24613658
836,Chandigarh,Sector 17,Penthouse,2,1374,2021,5,Unfurnished,0,10.6,5.9,0.8,5,5,24926454
837,Mumbai,Powai,Apartment,4,1832,2004,22,Furnished,2,9.4,1.1,0.7,7,4,29140459
838,Chandigarh,Sector 35,Independent House,2,1190,2009,17,Unfurnished,2,2.4,2.1,4.6,9,4,20669473
839,Hyderabad,Kondapur,Apartment,1,521,2023,3,Unfurnished,3,4.5,5.3,3.5,9,4,13537619
840,Hyderabad,Gachibowli,Apartment,4,2008,2024,2,Unfurnished,3,7.7,2.2,2.6,8,2,28701713
841,Chandigarh,Sector 22,Apartment,3,1461,2014,12,Furnished,2,2.5,4.8,3.0,9,5,22041471
842,Bengaluru,Electronic City,Apartment,2,1200,2012,14,Furnished,0,1.3,5.6,5.6,10,2,21700486
843,Hyderabad,Madhapur,Apartment,3,1524,2016,10,Unfurnished,1,7.7,5.6,0.3,8,5,22738837
844,Mumbai,Andheri,Independent House,2,1256,2009,17,Semi-Furnished,3,4.2,6.0,2.2,7,2,23736671
845,Bengaluru,Indiranagar,Apartment,5,3395,2001,25,Semi-Furnished,1,9.9,4.1,0.9,7,5,42073777
846,Pune,Wakad,Villa,1,628,2022,4,Semi-Furnished,1,7.5,5.6,2.7,7,4,15166355
847,Bengaluru,Whitefield,Apartment,2,1304,2008,18,Semi-Furnished,2,0.4,1.6,2.0,10,1,24399549
848,Delhi,Rohini,Villa,4,2052,2023,3,Unfurnished,3,5.2,1.3,2.8,8,6,47760634
849,Chandigarh,Sector 35,Apartment,2,932,2021,5,Semi-Furnished,0,11.5,5.9,1.4,5,2,12190165
850,Bengaluru,Electronic City,Apartment,4,2668,2022,4,Unfurnished,0,3.9,4.1,5.7,8,4,38473105
851,Mumbai,Bandra,Villa,2,912,2024,2,Unfurnished,2,11.5,3.6,3.7,5,3,21566151
852,Mumbai,Andheri,Builder Floor,1,686,2020,6,Unfurnished,1,9.0,3.7,1.5,5,5,13144754
853,Pune,Wakad,Apartment,2,1186,2001,25,Semi-Furnished,3,3.3,5.3,3.8,10,5,20622501
854,Hyderabad,Madhapur,Apartment,3,1623,2008,18,Unfurnished,3,3.7,4.3,1.4,8,2,23539632
855,Pune,Wakad,Independent House,2,932,2021,5,Furnished,2,7.9,4.4,5.7,7,2,15645481
856,Hyderabad,Madhapur,Independent House,3,1464,2014,12,Furnished,2,1.4,4.6,3.4,10,1,26535551
857,Hyderabad,Madhapur,Apartment,2,908,2005,21,Furnished,2,6.4,1.5,3.2,6,4,13408686
858,Mumbai,Andheri,Penthouse,4,1868,2010,16,Furnished,2,6.6,5.1,3.9,6,6,46253009
859,Hyderabad,Gachibowli,Apartment,2,1036,2011,15,Furnished,3,0.8,1.5,3.9,10,5,21895979
860,Pune,Kothrud,Apartment,4,2384,2017,9,Furnished,2,4.7,4.2,5.4,8,2,32764229
861,Chandigarh,Sector 35,Apartment,4,2076,2022,4,Semi-Furnished,3,4.8,4.0,1.1,7,5,27596394
862,Mumbai,Powai,Apartment,4,2072,2010,16,Furnished,0,3.6,1.4,5.3,9,1,30397222
863,Mumbai,Bandra,Independent House,4,1948,2003,23,Unfurnished,3,1.8,5.5,2.1,10,5,37786157
864,Delhi,Saket,Villa,1,618,2020,6,Semi-Furnished,2,11.3,2.2,5.1,4,4,13255460
865,Pune,Kothrud,Apartment,4,2256,2016,10,Semi-Furnished,3,11.9,0.8,2.9,4,6,27204948
866,Bengaluru,Whitefield,Apartment,2,1216,2007,19,Semi-Furnished,2,1.0,0.5,3.6,9,4,23073702
867,Delhi,Saket,Apartment,2,1126,2024,2,Semi-Furnished,0,8.2,0.3,2.7,6,2,19554363
868,Delhi,Saket,Apartment,3,1893,2019,7,Unfurnished,3,8.5,5.6,2.9,5,1,26903095
869,Bengaluru,Whitefield,Builder Floor,2,1256,1999,27,Unfurnished,2,0.5,4.5,4.8,10,3,22467557
870,Mumbai,Andheri,Independent House,5,3040,2007,19,Semi-Furnished,2,2.8,4.9,2.5,8,2,50595005
871,Pune,Wakad,Villa,3,1968,2021,5,Unfurnished,3,2.8,0.8,1.7,10,3,37384250
872,Bengaluru,Electronic City,Builder Floor,2,1392,2021,5,Furnished,3,2.3,2.2,2.0,8,2,24486142
873,Mumbai,Andheri,Apartment,2,1260,2009,17,Unfurnished,2,6.0,0.7,5.0,8,4,22408351
874,Chandigarh,Sector 17,Builder Floor,3,1713,2016,10,Semi-Furnished,3,4.2,4.7,2.4,9,4,24078518
875,Mumbai,Powai,Builder Floor,4,2188,2009,17,Semi-Furnished,0,9.1,1.8,3.2,7,2,33126752
876,Bengaluru,Electronic City,Apartment,1,564,2011,15,Furnished,0,2.5,3.4,1.1,8,5,13258425
877,Hyderabad,Madhapur,Apartment,2,1150,2023,3,Semi-Furnished,3,11.8,3.8,5.9,4,2,13914835
878,Mumbai,Andheri,Villa,4,2464,2021,5,Semi-Furnished,2,7.3,1.3,5.1,7,5,52700799
879,Pune,Kothrud,Penthouse,2,902,2007,19,Unfurnished,0,7.8,5.0,5.4,7,4,18791475
880,Hyderabad,Madhapur,Apartment,4,2048,2009,17,Semi-Furnished,2,4.5,2.2,2.6,9,1,27740618
881,Delhi,Dwarka,Independent House,3,1842,2015,11,Semi-Furnished,1,10.5,2.4,3.1,4,3,26863579
882,Mumbai,Powai,Villa,3,1839,2019,7,Unfurnished,0,9.1,4.3,1.8,5,5,38884434
883,Mumbai,Andheri,Independent House,3,1626,2021,5,Unfurnished,3,2.5,3.6,0.6,10,5,35422550
884,Hyderabad,Kondapur,Independent House,3,1674,1998,28,Furnished,3,7.5,2.6,5.5,7,5,24529832
885,Delhi,Dwarka,Builder Floor,2,1192,2023,3,Unfurnished,3,10.2,2.0,1.7,4,1,18034512
886,Bengaluru,Indiranagar,Apartment,4,2500,2003,23,Semi-Furnished,2,1.0,0.6,2.0,10,5,40333390
887,Delhi,Saket,Apartment,3,1905,2001,25,Unfurnished,0,4.0,2.1,1.8,7,6,28994436
888,Mumbai,Bandra,Apartment,3,2064,2000,26,Semi-Furnished,0,10.9,4.6,3.9,6,3,27579030
889,Chandigarh,Sector 35,Independent House,3,1653,2024,2,Semi-Furnished,3,6.8,3.3,2.2,7,4,26625997
890,Hyderabad,Gachibowli,Apartment,4,2540,2004,22,Furnished,3,2.8,0.8,3.7,8,1,32404960
891,Chandigarh,Sector 22,Villa,2,1224,2019,7,Unfurnished,3,2.9,2.0,2.1,9,4,25197029
892,Hyderabad,Kondapur,Apartment,3,2079,2013,13,Unfurnished,3,6.4,4.6,4.2,8,4,27815217
893,Chandigarh,Sector 17,Apartment,3,1653,2023,3,Furnished,3,9.0,1.7,1.7,7,6,22395643
894,Mumbai,Powai,Apartment,4,2736,2000,26,Furnished,0,1.6,0.8,4.2,10,4,41296670
895,Hyderabad,Gachibowli,Builder Floor,2,1174,2025,1,Furnished,0,5.5,4.9,4.3,9,3,18288312
896,Hyderabad,Kondapur,Apartment,3,2004,1998,28,Unfurnished,1,5.5,1.1,5.2,9,5,25954387
897,Pune,Baner,Independent House,3,2052,2016,10,Unfurnished,0,4.1,1.1,3.9,7,1,29505139
898,Mumbai,Bandra,Builder Floor,5,2650,2012,14,Semi-Furnished,3,6.2,5.2,4.6,7,1,40430229
899,Mumbai,Bandra,Apartment,3,1476,2012,14,Unfurnished,0,8.9,5.3,2.1,5,1,21227613
900,Delhi,Rohini,Builder Floor,3,2085,2026,0,Unfurnished,0,10.8,5.1,2.7,6,4,30688768
901,Delhi,Saket,Apartment,1,515,2004,22,Furnished,1,11.3,1.2,1.4,6,2,7293986
902,Pune,Baner,Apartment,2,1086,2007,19,Semi-Furnished,1,5.2,5.8,1.8,7,6,17917753
903,Bengaluru,Whitefield,Independent House,2,926,2007,19,Semi-Furnished,3,1.6,2.1,1.8,9,4,22101090
904,Chandigarh,Sector 35,Apartment,3,2049,1998,28,Furnished,3,9.2,1.3,0.8,5,3,19191586
905,Chandigarh,Sector 17,Apartment,2,1008,2022,4,Furnished,3,0.4,5.5,5.6,10,3,20834565
